Score,Url,Channel
1.5560,https://www.youtube.com/watch?v=e5EyJu4lbfA,CuriosaMente
1.5583,https://www.youtube.com/watch?v=XGEVOGd23-s,CuriosaMente
1.5586,https://www.youtube.com/watch?v=eoYeKJNxvHE,CuriosaMente
1.5597,https://www.youtube.com/watch?v=40BZqF1Qj6E,CuriosaMente
1.5603,https://www.youtube.com/watch?v=6lA6VngZfMI,CuriosaMente
1.5604,https://www.youtube.com/watch?v=jDd15pIuiMc,CuriosaMente
1.5604,https://www.youtube.com/watch?v=lBVhLcfoahw,CuriosaMente
1.5607,https://www.youtube.com/watch?v=MGpOD95TSl0,CuriosaMente
1.5612,https://www.youtube.com/watch?v=v0uaGnCJTu4,CuriosaMente
1.5613,https://www.youtube.com/watch?v=RfkjRHSOqnc,CuriosaMente
1.5614,https://www.youtube.com/watch?v=CquBGLZTTfo,CuriosaMente
1.5627,https://www.youtube.com/watch?v=90mcwLTJ8sU,CuriosaMente
1.5643,https://www.youtube.com/watch?v=OD7MOS5DZXE,CuriosaMente
1.5646,https://www.youtube.com/watch?v=rXulKFhyf1E,CuriosaMente
1.5649,https://www.youtube.com/watch?v=CgkGOHyrnhI,CuriosaMente
1.5657,https://www.youtube.com/watch?v=jzYXFcDcmFg,CuriosaMente
1.5658,https://www.youtube.com/watch?v=DgFdq5kT95M,CuriosaMente
1.5665,https://www.youtube.com/watch?v=SuAVFm1NzGk,CuriosaMente
1.5665,https://www.youtube.com/watch?v=8B2BSUQ8UUU,CuriosaMente
1.5670,https://www.youtube.com/watch?v=1cZxEAKwMyY,CuriosaMente
1.5672,https://www.youtube.com/watch?v=m1PCXbPGcgg,CuriosaMente
1.5678,https://www.youtube.com/watch?v=INRzFKTzmZs,CuriosaMente
1.5696,https://www.youtube.com/watch?v=e_tTVe0B9ng,CuriosaMente
1.5705,https://www.youtube.com/watch?v=cI1Mn-jyp0k,CuriosaMente
1.5706,https://www.youtube.com/watch?v=QRhHdX3Bz88,CuriosaMente
1.5713,https://www.youtube.com/watch?v=zsHlHyyrUA4,CuriosaMente
1.5713,https://www.youtube.com/watch?v=UqxU00qRwIQ,CuriosaMente
1.5715,https://www.youtube.com/watch?v=CoAW_gO2Om0,CuriosaMente
1.5721,https://www.youtube.com/watch?v=ksF4eJQXD70,CuriosaMente
1.5751,https://www.youtube.com/watch?v=MyybIRPX010,CuriosaMente
1.5751,https://www.youtube.com/watch?v=W26KvUIZw8k,CuriosaMente
1.5752,https://www.youtube.com/watch?v=f-c8vr49pD8,CuriosaMente
1.5754,https://www.youtube.com/watch?v=lZ1Wp1BSa5I,CuriosaMente
1.5763,https://www.youtube.com/watch?v=6oG92Fl4AhI,CuriosaMente
1.5764,https://www.youtube.com/watch?v=XimgrCB5qcQ,CuriosaMente
1.5772,https://www.youtube.com/watch?v=YFq9hFJb6as,CuriosaMente
1.5774,https://www.youtube.com/watch?v=3OqdRMzdqRE,CuriosaMente
1.5776,https://www.youtube.com/watch?v=1WDvvQPmFek,CuriosaMente
1.5778,https://www.youtube.com/watch?v=dHZGi4YTu8Y,CuriosaMente
1.5780,https://www.youtube.com/watch?v=kvaajLbSI8A,CuriosaMente
1.5797,https://www.youtube.com/watch?v=023SZ0lM5WI,CuriosaMente
1.5806,https://www.youtube.com/watch?v=DNQsGz5_R04,CuriosaMente
1.5843,https://www.youtube.com/watch?v=NGy-0PFfJ88,CuriosaMente
1.5847,https://www.youtube.com/watch?v=_peHYwe_784,CuriosaMente
